,Name,App_id,Avg_Players,Gain,Perc_Gain,Peak_Players,Last 30 Days,April 2021,March 2021,February 2021,January 2021,December 2020,November 2020,October 2020,September 2020,August 2020,July 2020,June 2020,May 2020,April 2020,March 2020,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,January 2019,December 2018,November 2018,October 2018,September 2018,August 2018,July 2018,June 2018,May 2018,April 2018,March 2018,February 2018,January 2018,December 2017,November 2017,October 2017,September 2017,August 2017,July 2017,June 2017,May 2017,April 2017,March 2017,February 2017,January 2017,December 2016,November 2016,October 2016,September 2016,August 2016,July 2016,June 2016,May 2016,April 2016,March 2016,February 2016,January 2016,December 2015,November 2015,October 2015,September 2015,August 2015,July 2015,June 2015,May 2015,April 2015,March 2015,February 2015,January 2015,December 2014,November 2014,October 2014,September 2014,August 2014,July 2014,June 2014,May 2014,April 2014,March 2014,February 2014,January 2014,December 2013,November 2013,October 2013,September 2013,August 2013,July 2013,June 2013,May 2013,April 2013,March 2013,February 2013,January 2013,December 2012,November 2012,October 2012,September 2012,August 2012,July 2012,birth
4258,Drunkn Bar Fight,528550,0.0,0.0,1.0,0.0,+2.43,1.32,5.58,-17.14,21.48,16.18,2.22,13.37,-15.94,-6.59,8.66,-14.16,2.42,-13.47,-16.64,-13.33,-10.17,29.81,2.51,-0.81,-12.52,-47.03,68.47,+23.43,-9.41,+2.83,30.84,1.77,-8.71,30.8,3.31,-7.54,-20.71,-2.09,14.4,-4.37,-16.59,-16.52,68.07,-22.98,14.07,23.79,18.8,-6.49,6.67,-12.02,-11.74,-17.34,-12.05,-10.54,9.01,3.74,146.19,+58.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2016
4259,Eliza,716500,0.0,0.0,1.0,0.0,-9.79,14.73,-30.27,-34.53,100.04,-23.23,39.63,-1.11,-23.15,-43.57,20.79,-24.12,-26.42,-49.77,63.62,181.34,9.61,33.26,-14.98,-38.29,-69.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2019
4260,Thimbleweed Park,569860,0.0,0.0,1.0,0.0,-44.75,90.9,4.55,-37.36,0.52,-17.63,67.85,8.25,-9.93,-5.47,-33.64,-59.28,21.81,159.17,115.52,-26.08,2.68,-18.14,3.99,18.06,-17.05,-30.58,17.6,-16.67,46.75,-26.65,-44.56,116.08,4.72,12.31,-6.82,5.25,-21.5,-46.77,17.01,44.88,-57.53,26.49,39.52,-49.19,15.75,59.57,-32.71,-39.47,42.22,-48.1,+24.81,-36.5,-77.5,902.37,29800.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2017
4261,Out of the Park Baseball 17,402430,0.0,0.0,1.0,0.0,-21.95,-5.41,14.57,1.88,-5.1,-14.5,9.24,-8.86,-8.55,1.09,-25.02,-7.53,-16.56,19.83,25.05,14.25,-11.06,-7.23,2.45,-20.05,-9.95,+15.58,-0.18,-21.32,-19.35,+20.12,5.06,-12.42,-6.74,-14.32,-13.89,-1.21,-24.5,-4.04,-4.93,-7.03,-20.99,-4.09,-11.73,-2.51,-1.47,-12.06,-17.46,-6.15,-19.05,-3.9,-21.93,-9.78,-13.02,-21.82,-12.89,-2.95,-15.01,+38.58,18.66,4.26,-19.99,-9.89,41.78,1.8,-11.7,+161.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2016
4262,Modular Combat,349480,0.0,0.0,1.0,0.0,+2.90,-33.05,-2.74,20.63,39.81,-17.64,-28.15,33.06,-14.73,-2.86,-2.39,-19.19,-27.7,11.45,18.64,7.88,-22.52,-9.29,139.73,9.37,18.31,-0.80,-37.84,+89.48,18.41,+1.71,-32.38,-6.75,-6.62,-4.55,2.78,-14.05,0.42,-31.65,78.52,-23.32,-20.62,-25.32,-28.24,51.19,-10.96,31.02,-19.68,-0.62,-22.94,20.85,+240.34,12.97,20.34,6.64,-56.13,-8.54,-22.51,+49.70,79.21,-46.31,-22.69,10.3,-34.71,-1.62,3.27,-33.40,-15.16,-38.76,-21.34,-1.38,-26.54,-21.31,-74.18,-17.38,13.89,72.47,-53.0,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2015
4263,Shining Song Starnova,675240,0.0,0.0,1.0,0.0,-5.60,30.4,-22.1,-40.46,55.73,-11.81,26.12,28.14,-35.26,-29.25,48.31,-50.87,171.74,-38.18,45.6,-29.23,14.07,24.86,13.49,-39.79,40.48,-54.53,147.26,+6.68,-40.01,+4.78,4.8,-4.09,-10.81,-21.71,-24.69,-56.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2018
4264,Football Manager 2013 Korean,216570,0.0,0.0,1.0,0.0,-11.04,-0.79,-6.79,8.05,-11.34,46.41,-4.57,-11.34,-5.94,12.97,1.0,-4.4,-15.48,-19.22,-3.46,15.97,-5.56,25.14,-2.46,-20.38,-5.77,+0.78,-10.79,+15.35,0.15,-28.39,3.43,13.66,-14.71,21.16,-3.5,-15.3,5.19,0.4,-0.45,-11.08,3.55,-6.24,-3.1,-14.83,-2.82,0.24,-16.91,-3.24,11.38,16.67,-10.08,3.42,10.99,-14.59,-6.02,-13.27,10.44,+9.50,-14.9,-20.53,0.16,-5.72,-0.45,-4.58,6.8,-11.43,-18.15,-12.44,4.51,2.78,-18.64,-6.4,-6.38,-6.02,8.39,-3.21,1.0,-12.63,-28.08,-3.31,0.42,-13.25,-17.14,-11.0,-9.75,4.4,-1.0,1.59,13.69,-13.55,-27.65,-18.18,-6.78,-30.03,-18.03,-14.33,+17.86,+3.10,-5.93,-5.66,+8.67,-12.51,-18.32,+16.71,+2.72,,,,,,,December 2012
4265,Encore Classic Card Games,1246930,0.0,0.0,1.0,0.0,-10.07,16.62,8.85,10.11,27.57,13.74,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
4266,Drive 4 Survival,1206670,0.0,0.0,1.0,0.0,+505.92,,-19.23,-56.37,-15.08,-26.76,-66.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
4267,Front Office Football Seven,344340,0.0,0.0,1.0,0.0,+7.02,1.49,-22.46,-15.59,26.6,1.97,-14.42,29.26,21.43,-16.28,-20.85,-33.14,1.82,13.92,12.92,-1.38,9.5,-3.24,-5.67,-14.09,36.56,+18.69,-7.25,-30.51,-4.74,+8.24,6.36,-21.53,13.94,-7.53,-13.25,-1.81,44.37,3.98,-26.99,-22.86,6.02,-15.41,-5.47,-2.09,26.22,0.12,2.81,-10.21,36.63,14.62,-7.01,-29.73,4.11,-19.15,-4.04,-38.71,-5.23,-19.02,-15.32,1.46,19.1,8.8,2.67,-31.76,-4.38,-0.68,-4.53,-12.94,35.42,5.53,-7.13,0.19,5.88,-6.07,-3.32,7.01,7.28,-19.25,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2015
4268,ViRo Playspace,1121310,0.0,0.0,1.0,0.0,-27.13,5.73,4.96,2.9,-3.39,9.06,9.62,-10.63,31.71,9.89,-2.11,5.11,-22.16,1.28,2.93,-13.89,-25.54,-46.88,-17.01,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
4269,Lake of Voices,782340,0.0,0.0,1.0,0.0,+10.73,67.55,-24.3,-15.01,8.12,-10.95,59.03,-24.21,-29.78,12.78,-25.42,8.91,-12.83,5.87,26.69,-2.79,-3.25,4.55,4.28,62.84,-28.86,-24.17,-1.25,+39.74,-25.67,+7.71,-1.72,-31.36,-11.03,-52.37,-27.73,-38.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2018
4270,沙雕之路,1092590,0.0,0.0,1.0,0.0,-4.97,-17.27,-20.97,-3.11,64.97,-14.32,0.89,-30.73,-58.81,229.27,-42.37,94.94,8.81,-31.61,-61.81,-0.16,349.22,-57.55,-37.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019
4271,Steven Universe: Save the Light,821890,0.0,0.0,1.0,0.0,+7.93,-25.73,-27.65,12.63,-1.02,43.48,-4.9,-18.91,-2.65,-37.62,35.14,-3.84,-27.09,38.04,14.86,-36.66,-15.97,42.59,-21.26,21.21,59.87,-26.37,65.92,+10.74,-22.8,-23.89,-32.09,-33.71,10.15,12.15,43.01,-55.15,-64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2018
4272,UNO Demo,471610,0.0,0.0,1.0,0.0,-19.79,-13.75,-8.06,9.2,21.36,25.83,14.85,-26.14,-39.42,3.04,26.39,-37.36,-30.74,-10.17,40.46,-3.86,45.17,24.23,25.65,-25.52,-28.64,-8.87,5.32,-2.33,14.43,+38.13,4.96,-20.77,-8.88,28.14,1.53,-4.96,-3.75,-21.2,6.46,191.34,54.88,-34.93,0.65,7.29,-12.4,37.26,76.89,-15.41,23.17,-10.67,-26.29,-24.78,-17.28,6.85,-46.68,-25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2017
4273,Putt-Putt Travels Through Time,294670,0.0,0.0,1.0,0.0,+6.16,27.9,-16.62,-4.08,-16.33,5.07,0.36,-10.04,12.86,-6.98,30.1,-11.18,-4.59,34.83,37.33,-3.4,26.84,-13.83,-13.31,-7.83,12.62,+8.76,-11.27,+7.60,-26.99,+130.43,-19.57,27.69,-26.25,-0.93,7.24,-12.61,2.85,-9.98,35.56,8.16,3.28,-33.15,8.89,15.28,27.48,-25.73,-28.25,54.73,-9.21,7.69,+8.09,8.64,-28.29,69.27,-33.91,21.71,1.63,-10.36,-24.41,235.08,-45.9,-15.29,-7.02,-35.29,223.26,+11.21,-49.34,59.3,-14.82,-9.18,-18.19,51.15,18.4,-3.03,-30.45,4.43,2.14,154.65,-8.03,-29.88,-41.53,221.85,40.82,-23.79,-56.3,58.66,-4.5,3.48,,,,,,,,,,,,,,,,,,,,,,,,May 2014
4274,Dead Effect 2 VR,646200,0.0,0.0,1.0,0.0,+97.79,-54.36,39.97,-17.11,5.66,26.41,-20.12,24.8,66.79,-31.68,89.51,-63.44,39.64,-35.23,36.9,4.09,-17.46,31.76,-29.83,-27.99,63.24,-66.19,195.81,-19.84,-59.04,+146.50,-63.15,41.35,37.38,2.36,-24.72,61.82,-38.59,57.02,-22.47,21.84,-55.75,109.26,-39.84,15.03,-40.32,35.76,-17.96,37.32,-27.23,1.36,-41.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2017
4275,Gordian Rooms: A curious heritage,1285080,0.0,0.0,1.0,0.0,-30.71,29.19,-41.92,30.59,-4.36,-17.19,-17.96,-32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
4276,Naval Armada: World Warships Battle,618620,0.0,0.0,1.0,0.0,+6.75,-0.73,7.45,5.77,12.01,38.19,15.94,-6.68,-9.48,5.31,-1.88,-30.21,-26.0,16.38,-5.19,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2020
4277,Tallowmere,340520,0.0,0.0,1.0,0.0,-20.89,-9.99,17.06,-51.69,-24.9,107.96,0.86,-33.27,39.14,-13.01,-41.13,18.9,70.24,-41.46,92.95,-23.18,10.36,-7.56,-3.6,40.25,-0.86,+5.68,-21.63,-40.39,0.24,+74.27,-18.89,-11.48,1.45,-4.53,0.44,-52.74,125.19,-34.77,7.44,-3.26,-23.87,39.27,-16.31,-19.02,2.13,-43.55,106.5,-21.89,-27.01,-14.34,-19.06,-0.67,165.29,-68.49,232.9,-5.34,23.25,+11.46,0.49,64.46,2.87,-26.44,36.18,-54.64,18.67,-34.88,48.95,-21.46,17.82,66.59,-14.03,-34.06,57.19,-11.11,-33.74,-37.72,5.99,-62.1,10619.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2015
4278,Gladiabots,871930,0.0,0.0,1.0,0.0,-18.17,54.44,10.67,-37.87,-23.99,26.33,9.98,-23.74,25.99,-42.63,-8.29,12.82,-33.31,93.32,-12.4,-20.99,5.61,-32.88,67.6,25.9,21.3,-49.56,-59.05,-39.30,1156.4,+4.69,-4.27,-1.78,-17.48,-28.89,-15.35,-22.65,-66.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2018
4279,Sagrada,965590,0.0,0.0,1.0,0.0,+21.89,-29.86,-33.33,33.4,17.0,-18.22,6.23,96.35,-34.04,-22.95,-16.97,-22.39,-27.04,84.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2020
4280,Galactic Civilizations I: Ultimate Edition,214150,0.0,0.0,1.0,0.0,+14.27,11.4,5.44,2.47,5.92,16.57,-12.79,-7.56,6.76,5.38,-22.76,-49.09,-0.13,64.48,14.93,-13.55,-2.16,-6.11,-12.83,47.21,-23.65,-9.68,-1.98,+57.41,22.96,-43.29,-3.95,-56.91,66.55,9.89,-4.17,51.13,-7.28,3.38,-26.08,-18.86,69.55,-27.44,0.85,-23.0,32.99,51.7,-5.96,27.04,30.69,-30.9,-22.97,-36.69,-66.18,1554.06,-19.49,-41.8,18.76,+15.60,-4.52,-32.82,16.18,-19.39,38.45,-14.67,-11.24,+3.90,6.96,7.79,-17.39,8.18,-29.34,6.1,24.74,-10.86,-39.91,13.33,104.46,-72.4,118.75,9.61,0.36,20.7,-21.4,-10.21,-20.63,27.06,-56.42,178.55,-28.12,-22.3,80.22,-14.26,-12.41,+5.67,-55.28,+163.18,-1.22,-28.27,+28.27,-31.95,+26.06,-26.37,-15.19,-63.16,+53.79,+377.78,-48.14,-36.33,-41.33,,,August 2012
4281,Discord Rich Me!,1252400,0.0,0.0,1.0,0.0,+7.91,-11.92,27.3,112.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
4282,Hue,383270,0.0,0.0,1.0,0.0,-22.98,-41.23,96.37,-28.5,-42.65,149.32,29.76,14.72,-35.87,-55.77,87.38,-40.58,105.98,-23.86,98.48,-20.78,-4.87,12.19,-13.03,89.82,-27.85,-16.70,22.07,-51.12,167.75,+0.78,-37.09,-12.56,2.92,7.1,54.74,-3.53,-5.63,-36.56,-22.65,52.02,9.54,9.85,-32.36,-18.68,-28.62,17.42,-44.99,198.84,14.43,-47.14,-11.78,18.26,-55.55,203.04,-17.61,-49.55,71.81,+240.62,1.82,-68.78,314.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2016
4283,Bus Driver,302080,0.0,0.0,1.0,0.0,-8.45,12.8,-11.71,-5.78,-15.54,28.42,-11.04,43.56,-20.25,-10.47,40.21,-22.63,-33.83,38.77,1.78,-13.12,5.31,12.09,26.45,3.7,-6.37,-9.73,13.66,-10.23,4.55,-15.44,5.89,-22.24,-20.98,40.67,17.5,-14.24,11.15,-35.83,14.97,12.91,24.51,-6.95,-23.28,-7.76,-10.79,48.31,-3.89,16.68,-18.06,-39.22,+30.22,0.46,47.5,9.43,-25.29,-9.44,-2.35,+6.05,7.82,11.96,-20.19,-18.5,42.79,4.34,19.26,-18.21,-42.66,-18.55,15.99,46.58,35.44,-11.57,0.85,-1.08,-31.99,75.64,-23.69,26.18,-5.18,-44.07,-32.08,148.86,-7.1,76.2,-51.01,33.26,-38.1,,,,,,,,,,,,,,,,,,,,,,,,,June 2014
4284,Fausts Alptraum,574740,0.0,0.0,1.0,0.0,-1.48,-12.27,-12.23,-1.61,-1.7,5.74,24.0,-0.15,-30.09,-1.14,-1.28,-13.34,2.69,0.11,19.27,6.95,15.15,11.35,0.27,-4.25,-32.35,-3.11,24.45,+6.23,10.92,-26.95,-0.13,-1.23,24.58,-0.62,26.8,-43.43,34.46,-13.58,-1.27,21.14,-10.92,-5.14,-25.1,-4.45,9.71,31.13,-18.52,-1.89,-19.57,-57.32,-36.92,46.3,-10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2017
4285,Viewergames Arcade,1440090,0.0,0.0,1.0,0.0,+4.92,52.38,-8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2021
4286,ABYSS OF THE SACRIFICE,1442160,0.0,0.0,1.0,0.0,+62.23,-52.14,-35.66,-37.78,-35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
4287,Tree Simulator 2020,1043500,0.0,0.0,1.0,0.0,+12.92,-17.21,-1.45,-15.82,70.95,-18.7,-23.77,4.55,14.83,-2.01,56.42,-15.75,9.58,-31.58,9.76,10.92,4.73,0.05,36.09,12.78,-26.42,-2.74,50.14,-38.22,45.36,-32.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2019
4288,Delicious - Emily's Miracle of Life,623070,0.0,0.0,1.0,0.0,+20.85,-14.35,-8.25,-11.89,51.53,-22.6,23.88,-0.88,-9.35,-3.68,19.48,29.65,-36.65,21.16,-18.74,-1.81,27.91,6.26,3.29,-18.1,-22.93,+11.17,26.23,-1.86,-2.59,-6.45,-20.29,-16.0,30.92,-0.25,-16.38,12.57,0.88,-20.94,27.95,1.05,-16.67,-5.72,-8.83,-30.64,-2.81,7.01,4.23,-26.57,-55.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2017
4289,TrackMania² Valley,243360,0.0,0.0,1.0,0.0,-1.69,-4.18,-0.03,10.34,1.51,2.44,-0.45,11.4,-12.0,-23.03,-25.46,4.86,-6.88,0.98,54.81,-8.24,-6.43,12.43,4.48,-6.93,21.3,-7.54,-0.16,-4.67,14.93,-22.38,25.98,-5.89,-9.44,-11.36,19.42,-9.33,-19.49,-18.91,27.06,21.54,-10.79,-22.19,26.3,-12.09,-5.25,25.51,19.12,-5.37,-19.61,-0.4,-1.97,-3.62,125.58,-7.71,-28.23,-10.62,16.33,+15.95,4.33,10.38,-29.12,-15.39,13.45,22.63,-33.4,-23.24,16.2,-16.94,-1.03,9.91,29.42,1.26,-16.41,-7.14,-0.52,42.28,-15.49,-5.16,-9.48,11.79,-12.27,7.38,-6.39,-3.44,-11.86,-34.94,60.73,3.47,1.17,-9.27,-23.44,-46.57,-17.67,+1.59,+99.33,-20.45,-43.53,-66.32,,,,,,,,,,,,,,July 2013
4290,Copa Petrobras de Marcas,359800,0.0,0.0,1.0,0.0,+0.84,-2.28,-16.97,2.63,7.83,5.2,0.84,-6.51,-3.82,14.85,-5.68,-21.08,-21.03,37.91,68.3,-14.09,-14.87,11.41,59.96,-16.59,-6.51,-2.81,-2.59,+11.02,-11.44,+21.92,7.27,-19.88,-8.1,5.26,11.37,-18.48,3.94,-18.25,9.15,5.92,9.47,-8.66,0.94,-9.62,-25.53,21.66,-8.6,6.13,5.0,-12.63,-0.25,26.53,-12.38,25.41,-5.81,-3.31,-4.25,-4.71,-2.81,0.44,-8.19,-8.85,3.71,-3.22,-6.83,-6.41,11.42,-0.37,-3.15,-0.98,-16.86,3.14,-17.32,-11.71,-14.91,-59.8,-49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2015
4291,Endless ATC,666610,0.0,0.0,1.0,0.0,-16.51,4.05,7.7,-24.23,59.74,-24.76,30.27,0.88,-2.22,-15.84,29.51,-7.37,-2.16,1.6,19.26,-3.4,7.82,-15.69,18.88,-0.06,15.24,-15.34,34.36,-0.41,3.64,-8.78,1.26,17.35,3.69,1.69,11.67,-11.83,-18.01,12.17,-7.88,11.93,-13.78,16.26,45.38,-12.92,15.05,27.91,24.45,8.99,17.76,-5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2017
4292,GIBZ,448320,0.0,0.0,1.0,0.0,+12.19,-22.5,-33.76,-40.18,102.89,-8.84,31.69,48.6,-34.59,-18.63,18.38,12.84,-49.96,-9.75,163.36,-44.12,-12.67,48.54,32.24,62.48,-27.32,-46.45,0.54,+17.01,-5.37,+49.95,-13.43,-46.46,46.91,-20.63,-44.77,585.05,19.81,-64.0,-10.75,54.05,31.75,-3.27,-29.69,-29.88,11.95,31.17,8.32,29.81,23.11,-23.28,-13.03,-13.96,-59.09,578.6,-25.59,-29.69,-7.59,+15.17,-15.11,45.83,1.96,-37.03,24.99,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2016
4293,Enigmatis: The Ghosts of Maple Creek,284750,0.0,0.0,1.0,0.0,-20.59,-27.95,-1.96,-25.9,16.43,9.0,49.42,-15.61,31.53,-32.56,-22.52,-17.15,-8.38,43.4,20.36,-8.97,0.21,1.32,78.27,-39.14,84.69,-45.53,-8.73,+101.97,-48.29,+69.45,-42.68,7.81,7.73,-6.8,55.55,-24.57,-30.07,1.88,28.47,2.17,-8.6,29.56,-31.07,-21.3,6.54,38.43,-10.16,16.84,-11.68,-6.14,-21.32,72.41,-4.22,-21.94,-7.46,-44.09,30.65,+13.72,11.84,8.5,-58.7,158.56,-34.8,51.31,69.96,-58.15,98.01,-17.03,-37.74,35.04,-36.57,45.14,-62.26,360.55,-59.35,144.6,-61.28,500.34,-28.55,-54.66,-8.78,87.45,-47.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2014
4294,iVIBRATE Ultimate Edition,1462490,0.0,0.0,1.0,0.0,+8.56,6.92,23.61,32.77,-13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
4295,Miscreation: Evolve Your Creature!,1160360,0.0,0.0,1.0,0.0,-0.54,2.1,6.46,-15.87,-13.57,-2.22,66.32,8.4,25.01,-14.81,-13.26,-4.31,-25.31,-16.76,-27.97,-6.89,-47.37,-18.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2019
4296,Pesterquest,1144030,0.0,0.0,1.0,0.0,-6.53,4.38,27.46,-20.91,-13.96,5.98,1.3,7.83,-26.07,-9.61,-11.85,-3.21,-63.93,72.81,-20.29,2.48,-15.83,12.01,-19.49,26.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
4297,Trover Saves the Universe,1051200,0.0,0.0,1.0,0.0,+1.87,-0.71,-27.58,-14.24,0.41,11.12,62.49,-1.46,-20.25,-48.87,-46.28,148.66,-12.54,7.73,32.96,-42.14,-41.89,96.29,-25.26,7.93,-25.17,-53.29,-71.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2019
4298,Deadfall Adventures,231330,0.0,0.0,1.0,0.0,-10.34,-9.38,-15.5,3.16,-3.54,6.48,-24.58,37.87,22.6,-28.54,-14.71,-8.47,-5.16,13.35,13.92,9.27,-13.9,18.94,-5.32,-26.32,51.53,-22.94,9.15,-36.10,72.0,-17.01,-20.65,-26.02,26.48,6.83,-5.0,-44.36,-35.66,52.56,9.58,26.38,-6.75,-26.14,48.93,-17.69,-1.78,17.68,-20.23,49.25,-15.08,-11.61,-31.72,-15.77,62.26,10.75,-11.86,-28.5,-5.09,-19.84,33.87,-23.08,84.95,-31.89,-37.17,159.21,-5.02,-26.72,-10.71,-6.14,5.42,-19.39,13.23,-56.67,404.98,2.88,-9.3,-29.34,9.55,-7.07,-44.43,21.69,-27.26,56.44,-39.94,66.5,11.43,59.25,-8.25,-28.35,11.69,-88.78,98.48,103.13,-20.08,-6.67,+3303.13,,+NaN,+NaN,+NaN,+NaN,+NaN,+NaN,+NaN,,,,,,,,,February 2013
4299,Convoy,318230,0.0,0.0,1.0,0.0,+3.46,-34.28,60.79,-8.54,-6.19,8.07,1.17,5.39,-20.39,-10.87,-8.61,5.58,-43.63,90.95,33.21,-27.01,3.37,-12.06,46.34,-14.73,6.35,-36.08,5.04,-50.16,79.48,-58.13,126.04,-46.07,-40.86,182.34,74.58,-28.33,-21.33,-37.95,9.49,129.75,-1.46,-30.76,-44.93,12.73,-23.14,11.28,63.01,-15.5,-1.49,-59.65,+4.92,413.74,6.72,-28.84,-34.37,-15.09,1.82,+31.17,67.82,-8.7,-17.21,-55.37,9.75,37.17,6.7,-30.28,-61.34,69.38,-41.47,185.19,54.85,-18.81,-10.9,-39.59,-59.06,-13.24,-20.62,11883.72,31.79,353.05,-62.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2014
4300,UPPERS,795760,0.0,0.0,1.0,0.0,+96.65,,,,-8.33,-54.11,-81.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
4301,Duck Season,503580,0.0,0.0,1.0,0.0,-12.01,-19.32,-10.5,-25.28,25.39,31.98,34.3,-1.53,-12.37,-29.22,8.17,19.32,13.05,-29.91,-8.4,-8.96,-10.17,74.75,4.19,-22.4,11.93,-60.40,91.91,+29.86,36.73,-30.28,7.86,-43.73,-9.02,44.26,15.92,-11.46,-2.51,-3.42,-17.11,28.11,-23.29,31.25,-14.43,-49.87,44.99,5.73,-15.34,-43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
