,Name,App_id,Avg_Players,Gain,Perc_Gain,Peak_Players,Last 30 Days,April 2021,March 2021,February 2021,January 2021,December 2020,November 2020,October 2020,September 2020,August 2020,July 2020,June 2020,May 2020,April 2020,March 2020,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,January 2019,December 2018,November 2018,October 2018,September 2018,August 2018,July 2018,June 2018,May 2018,April 2018,March 2018,February 2018,January 2018,December 2017,November 2017,October 2017,September 2017,August 2017,July 2017,June 2017,May 2017,April 2017,March 2017,February 2017,January 2017,December 2016,November 2016,October 2016,September 2016,August 2016,July 2016,June 2016,May 2016,April 2016,March 2016,February 2016,January 2016,December 2015,November 2015,October 2015,September 2015,August 2015,July 2015,June 2015,May 2015,April 2015,March 2015,February 2015,January 2015,December 2014,November 2014,October 2014,September 2014,August 2014,July 2014,June 2014,May 2014,April 2014,March 2014,February 2014,January 2014,December 2013,November 2013,October 2013,September 2013,August 2013,July 2013,June 2013,May 2013,April 2013,March 2013,February 2013,January 2013,December 2012,November 2012,October 2012,September 2012,August 2012,July 2012,birth
1675,HunieCam Studio,426000,0.0,0.0,1.0,0.0,-7.63,-16.56,-21.56,16.4,-0.19,24.34,17.85,-2.46,-6.44,-24.43,25.26,4.61,-6.8,-0.33,9.34,-20.07,4.51,24.46,11.21,-16.48,-0.18,-17.44,7.09,+8.90,7.71,-3.48,-11.77,-10.23,0.55,13.8,17.14,-17.81,-3.97,-22.01,-0.14,15.17,2.24,-10.88,-17.24,-4.55,4.79,5.91,-1.8,-58.82,232.32,-40.7,+13.03,49.85,-9.0,1.81,-21.2,8.24,9.51,+24.28,5.18,-13.45,-12.31,-45.6,-15.33,-39.95,-59.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
1676,Home Behind,467960,0.0,0.0,1.0,0.0,-3.24,-30.73,-45.42,-39.18,73.31,-0.61,28.15,29.98,-11.77,-19.86,8.26,-27.06,26.08,-6.31,-21.48,16.23,20.23,19.79,-17.15,-13.07,61.25,-35.95,22.64,+16.40,8.82,-11.90,-45.95,57.82,-11.72,24.52,4.64,-10.53,-7.25,-14.01,-10.24,30.23,-16.44,-38.34,-36.15,94.94,44.2,-5.61,-18.37,-52.59,21.22,22.96,+2.01,9.43,-22.28,-6.44,-40.07,74.97,12.43,-23.67,-33.73,80.37,6.94,-56.74,-66.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2016
1677,三国群英传5,1437860,0.0,0.0,1.0,0.0,+17.31,-7.73,-21.95,-12.7,23.89,-39.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2020
1678,Ashes of the Singularity: Escalation,507490,0.0,0.0,1.0,0.0,-7.92,-15.56,-30.19,30.37,4.91,12.14,-8.95,3.7,-1.39,-21.06,-35.75,-76.21,682.49,14.02,19.3,-15.93,-3.66,-13.35,42.34,3.18,-24.8,-5.28,-5.01,+21.92,-38.79,+6.76,62.38,-30.39,9.01,-1.89,-33.5,121.98,-6.17,-15.04,-16.83,-17.5,26.21,7.0,-32.35,22.47,-3.67,-0.93,-37.35,15.0,8.11,6.82,-39.25,196.7,-29.44,-11.32,13.66,45.91,8.33,-31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2016
1679,Spellcaster University,895620,0.0,0.0,1.0,0.0,-30.86,-49.32,283.51,-11.75,37.53,-23.51,78.92,-12.82,38.33,-14.48,-25.77,14.75,-50.25,-44.19,-12.69,6.35,5245.76,1.19,-67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019
1680,EMERGENCY 20,735280,0.0,0.0,1.0,0.0,+8.21,0.73,-26.08,44.36,30.34,8.69,0.36,17.18,-5.07,4.17,-13.29,-7.49,-28.22,-6.38,98.06,-20.13,17.69,26.08,-2.89,3.8,-4.51,-5.80,17.17,+1.35,8.07,-2.67,-11.81,-15.12,6.25,29.48,0.37,-12.24,-7.52,-20.11,4.24,50.21,-0.89,3.07,-14.44,3.02,5.81,-28.87,2038.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2017
1681,Darkwood,274520,0.0,0.0,1.0,0.0,-5.40,-19.1,-28.8,-41.34,80.66,-12.35,43.12,-49.07,-20.74,22.86,191.68,15.16,-13.08,-3.68,9.87,-2.86,-0.33,-19.94,10.84,-13.04,-53.45,+246.69,20.37,-8.34,58.07,-12.92,-21.63,-22.43,-2.03,-25.1,-29.02,152.05,-25.21,-17.46,22.12,37.47,-8.38,-14.69,-41.74,-52.64,93.93,-18.29,19.0,-45.7,-23.12,1481.83,+34.45,57.3,-24.99,0.05,14.45,-34.01,37.58,-22.47,-51.28,336.71,-20.5,-8.34,15.38,8.04,-1.45,-45.47,-42.14,58.94,4.75,59.94,-45.09,72.65,-50.08,41.66,-20.02,61.53,-16.87,-16.47,32.45,-11.22,-16.34,-32.99,90.55,-61.43,-48.21,-8.57,292224.56,-66.85,-17.67,,,,,,,,,,,,,,,,,,,,,,,April 2014
1682,30XX,1029210,0.0,0.0,1.0,0.0,-11.86,-41.68,-71.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2021
1683,M.A.S.S. Builder,956680,0.0,0.0,1.0,0.0,+2.00,-29.89,33.06,2.12,18.79,-13.02,-28.12,12.16,38.09,-50.95,114.18,35.28,-2.68,-10.66,88.41,-24.54,-32.34,55.41,-25.29,-72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
1684,Bounty Train,371520,0.0,0.0,1.0,0.0,+98.06,-29.25,32.33,-25.88,36.21,-23.98,50.99,-14.37,-21.8,-24.66,44.27,-36.8,-10.92,14.43,48.65,-24.69,-54.78,192.32,44.72,-25.46,-1.69,-4.86,0.89,-3.57,-6.13,-39.09,52.01,-48.65,56.58,-24.4,-28.55,198.35,-17.44,-46.4,-41.77,176.68,-22.92,61.46,-28.33,-23.26,-52.31,108.16,68.02,-11.62,-4.37,-41.19,-14.61,-4.88,524.97,32.78,-33.63,-35.66,-42.87,+190.54,-53.33,138.07,-43.12,-20.3,-42.0,360.64,52.64,-12.52,-51.99,56.77,-16.52,88.13,-49.03,-60.81,-70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2015
1685,StarBreak,420790,0.0,0.0,1.0,0.0,+1.76,-5.39,-11.12,4.98,-19.11,18.84,-0.53,0.29,-0.92,10.23,-10.47,-26.17,-4.2,10.95,31.22,-5.2,6.71,24.06,36.68,16.76,-3.97,-5.78,-24.47,+12.03,-11.54,-1.35,-1.43,0.78,0.55,4.75,2.91,-5.91,-1.62,3.53,-14.32,-13.28,-5.83,-3.98,3.79,11.56,-10.7,18.27,20.15,-0.38,-3.46,-16.88,-3.56,-6.61,-2.33,11.76,-7.57,9.29,-3.5,-9.34,-3.16,3.7,-19.86,-32.14,-51.75,-30.99,19725.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
1686,AOD: Art Of Defense,1367760,0.0,0.0,1.0,0.0,-2.14,-18.01,-22.26,16.22,-13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
1687,Farm Frenzy Collection,391000,0.0,0.0,1.0,0.0,-6.84,-4.05,-3.75,0.7,7.79,4.6,15.95,3.55,-5.1,-5.46,-9.73,12.14,4.65,25.48,15.83,15.75,7.22,-1.6,2.71,9.05,-7.37,+1.91,23.43,-5.88,-20.57,-2.69,4.03,-4.13,-4.66,6.84,3.71,15.38,-15.31,-0.3,27.15,-1.66,-12.0,20.15,-13.68,12.14,13.52,-3.61,3.56,-6.58,-0.31,-7.35,+5.98,33.07,10.45,-14.06,-0.19,-13.84,16.23,-4.73,-2.49,-4.51,-11.91,-8.08,22.13,34.98,-17.69,+0.01,7.1,-0.28,76.07,-9.04,19.82,141.35,36.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2015
1688,Katamari Damacy REROLL,848350,0.0,0.0,1.0,0.0,+113.65,71.81,-29.7,-18.88,1.47,27.64,26.98,-15.83,17.04,-58.05,-10.25,22.0,180.54,12.27,-1.97,-35.42,-11.5,56.1,47.77,-50.32,68.53,-44.90,5.37,-26.22,115.98,-6.72,-55.93,-23.06,-56.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2018
1689,X-Morph: Defense,408410,0.0,0.0,1.0,0.0,-1.01,-67.94,396.45,-32.59,34.47,-5.19,-20.89,24.16,-67.33,192.87,1.55,-43.21,104.09,-14.62,-34.25,-38.27,-14.31,251.04,-27.82,137.11,-59.98,+139.47,5.45,-39.82,62.62,-64.18,178.09,-1.8,3.99,-31.59,32.7,-77.51,375.71,-39.33,-29.24,-13.98,37.92,-19.7,122.6,-44.02,-3.55,39.02,17.41,-81.84,1152.85,1550.33,-25.22,-10.78,0.41,11.13,-29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2017
1690,Hello Neighbor 2 Alpha 1.5,1364960,0.0,0.0,1.0,0.0,-8.68,14.07,-13.86,-12.37,-11.73,-38.43,25.42,43.57,-61.97,-66.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2020
1691,Session,861650,0.0,0.0,1.0,0.0,-9.62,-17.7,-52.8,49.56,102.43,-3.33,-11.54,-14.54,-18.63,-30.77,-18.12,-24.63,13.17,12.13,26.3,21.85,-12.81,11.99,-41.88,-57.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
1692,Virtual Pool 4,336150,0.0,0.0,1.0,0.0,-3.35,-3.34,4.83,5.2,-0.51,3.88,5.96,-1.36,-0.59,-0.93,-4.27,-13.49,-6.69,23.38,19.05,7.87,1.12,11.82,8.89,-3.84,3.01,-5.26,-3.22,-12.31,3.0,+4.57,-9.88,12.31,3.9,4.76,1.38,9.58,-3.9,11.13,-4.36,-7.2,-11.59,5.83,2.19,3.03,3.16,6.57,5.41,1.25,-4.85,3.55,-8.65,-2.6,-6.5,-5.29,5.25,1.07,11.41,+17.91,-6.88,1.3,4.98,-13.99,-3.55,-11.03,-10.93,+3.75,-4.12,45.42,5.89,12.22,29.25,8.51,-6.46,-6.83,-3.4,-11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2015
1693,MU Legend,874240,0.0,0.0,1.0,0.0,-3.02,3.64,-6.54,-16.03,1.61,-24.7,-7.52,-18.83,-8.32,4.71,-9.43,-18.42,-14.97,42.62,67.07,16.5,5.05,-51.53,-4.48,-13.53,-16.8,-23.61,-19.21,-18.85,53.93,+18.26,-6.46,-24.44,-20.36,-16.13,-29.24,-53.51,-48.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2018
1694,Five Nights at Freddy's,319510,0.0,0.0,1.0,0.0,-7.92,-0.33,-15.42,8.17,11.18,2.7,-5.14,14.46,-20.35,-27.4,44.44,1.01,6.61,46.68,1.31,-9.79,-4.81,46.78,20.33,1.5,-17.28,-19.77,-27.74,+77.59,2.55,+4.42,14.74,-11.98,13.26,10.96,-9.1,-3.69,-34.59,-34.31,33.75,34.44,-12.54,-1.91,13.18,-20.36,-6.79,18.3,14.11,9.34,-26.84,-2.72,+9.54,38.84,-14.58,-0.09,-8.05,-20.95,-3.53,+8.78,-17.04,51.63,-24.35,-27.46,20.69,8.07,4.83,-4.10,-5.5,-7.74,5.05,-1.51,-5.0,-8.39,-31.75,-1.3,-10.57,6.09,-12.2,-30.76,3.08,-9.67,-14.24,-25.43,46.2,1.18,-8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2014
1695,Homeworld: Deserts of Kharak,281610,0.0,0.0,1.0,0.0,-3.11,-5.63,-17.4,-24.3,1.0,33.57,24.73,-9.56,-12.28,-44.21,40.58,-14.22,-44.36,212.62,-1.52,-18.3,-13.11,3.98,-1.7,-68.03,193.48,-15.41,105.36,+28.11,-4.51,-17.51,-22.06,-25.4,-15.63,19.12,71.08,2.59,-3.83,-41.06,20.82,55.53,-22.7,8.15,-12.17,-26.03,-18.02,39.6,82.18,-6.8,-31.03,-68.09,+202.47,53.4,-13.83,-11.22,-26.8,-48.63,-10.42,+43.90,119.05,-13.41,-16.19,-63.34,45.04,108.11,-30.79,-37.19,-40.28,-63.3,8548.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2015
1696,NOBUNAGA’S AMBITION: Reppuden with Power Up Kit,628110,0.0,0.0,1.0,0.0,+20.20,-4.82,-18.4,-1.08,23.95,-0.2,12.86,-4.04,-7.01,-1.59,-9.12,-25.93,20.81,22.16,23.69,15.2,5.48,16.07,1.74,-11.09,9.77,+15.80,-15.85,-4.89,-2.71,-1.15,1.19,29.23,28.64,-20.5,1.29,0.58,17.25,11.15,-1.63,4.76,-6.28,3.75,0.99,1.58,-5.28,-17.3,27.4,-20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
1697,STAR WARS™ Battlefront™,1237980,0.0,0.0,1.0,0.0,+7.71,-39.77,16.97,-53.11,-34.21,222.1,159.85,-43.19,136.38,-41.75,-57.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
1698,NBA 2K15,282350,0.0,0.0,1.0,0.0,-9.25,-0.79,-6.54,-8.09,2.78,0.11,-6.19,-4.88,5.76,0.48,-12.84,-15.8,-9.37,-3.0,-3.54,16.62,-0.62,1.77,7.97,-8.83,3.06,-24.01,-8.26,+3.06,5.77,+2.66,-11.56,1.16,-8.95,2.89,10.02,5.14,-12.85,-15.43,-17.15,3.87,-2.64,4.88,-11.35,3.89,-9.24,2.91,4.73,-0.08,-1.89,-17.23,-16.61,5.53,-4.58,-0.98,-7.52,-4.46,-18.61,+0.32,5.28,-12.21,-14.7,-24.62,-17.87,-0.19,-4.86,-3.62,-7.98,-8.32,-6.98,-1.57,-8.19,-39.25,-21.85,-27.36,-14.43,18.1,-6.65,-6.26,-2.83,11.95,6.58,-6.77,-5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2014
1699,Planescape: Torment: Enhanced Edition,466300,0.0,0.0,1.0,0.0,-0.64,-16.66,-6.05,-25.48,24.7,3.34,-1.77,9.19,4.14,-20.1,-0.83,-27.92,-2.82,27.47,43.87,-18.62,21.79,2.02,25.3,-0.91,-29.27,-27.46,1.65,+16.32,-2.46,+67.20,-14.81,-12.84,2.61,-1.31,10.57,-0.88,-17.83,-42.73,-55.86,379.72,-10.23,-16.1,-11.48,-43.22,21.52,106.41,25.74,3.42,-22.12,-34.13,-1.34,-35.49,-29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2017
1700,Nine Parchments,471550,0.0,0.0,1.0,0.0,+51.46,-40.48,68.09,-47.75,80.31,-16.2,142.82,-50.24,62.03,-55.14,118.68,-57.5,-25.18,59.14,58.04,-52.79,80.47,-26.44,153.07,-42.6,49.18,-58.89,118.69,-34.20,29.55,-26.23,-23.38,-42.61,104.45,-55.47,615.12,-16.91,-22.51,-17.66,-44.04,143.93,-67.19,170.07,-66.2,83.47,7.1,3123.71,-10.0,6.05,-8.68,-2.45,-17.89,3.94,20.88,6.56,10.38,62.11,1.41,-5.48,11.07,11.16,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2016
1701,Niche - a genetics survival game,440650,0.0,0.0,1.0,0.0,-4.25,-14.08,-2.75,-20.93,8.4,-6.62,3.3,-11.02,23.45,-8.35,-7.76,-19.65,57.88,-12.19,4.58,-18.38,9.36,1.3,14.39,2.44,-19.0,+2.53,-16.1,+20.96,-17.87,-35.05,66.21,-31.55,20.01,15.47,18.7,0.41,-18.07,-14.07,-13.69,1.84,21.95,-4.7,-1.36,26.49,-11.08,-7.37,-33.51,-17.05,144.98,-0.6,+2.14,-15.58,8.8,1.44,-4.1,-4.97,22.39,+0.35,23.36,98.56,912.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2016
1702,Artist Idle,968440,0.0,0.0,1.0,0.0,-2.62,-19.87,-13.9,-20.85,1.99,-2.4,-0.35,-10.85,4.8,13.16,-21.22,-3.99,-20.97,14.05,1.52,2.67,13.81,16.89,12.38,23.53,9.86,-12.42,-10.33,-22.25,-31.0,-27.58,-40.35,-26.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2019
1703,Over the Dream,406210,0.0,0.0,1.0,0.0,-6.85,-41.43,4709.84,-67.43,-64.35,82.02,-19.41,2.18,129.66,-74.09,29.47,187.97,-60.49,493.73,-17.37,-59.63,-4.95,12.42,-10.73,105.71,-49.51,-43.09,136.32,+3.66,-17.81,+88.89,-67.75,-22.38,-27.31,-38.93,490.61,-1.42,-51.46,-24.57,-42.34,-19.24,1963.43,-86.19,-14.42,85.49,-26.01,12.63,-41.4,-41.08,1568.73,-94.71,-13.44,1585.89,-89.67,331.16,-58.73,-1.67,-23.55,-11.74,496.62,-92.07,1323.23,-82.68,-17.34,68.51,13.81,+208.31,-86.83,179.59,-60.07,-51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2015
1704,Starblast,673260,0.0,0.0,1.0,0.0,+14.24,-1.24,-9.66,-1.15,26.39,3.72,27.13,-6.56,6.19,-7.83,-6.61,0.39,-0.98,7.07,-6.39,24.27,6.82,10.26,4.85,-7.59,-4.49,-8.39,8.6,+4.37,24.18,-23.90,18.24,-5.34,-0.78,45.85,-0.46,-8.87,-8.79,-13.29,29.49,11.72,-7.51,-12.79,-0.89,-24.75,-0.05,8.68,99481.24,-30.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
1705,Conquest of Elysium 4,403950,0.0,0.0,1.0,0.0,+39.38,-5.44,-2.23,-16.89,10.03,-10.44,16.06,3.95,-12.89,5.55,-5.22,-7.56,-7.31,21.37,-5.88,-8.09,6.83,23.28,-1.65,12.32,-8.39,-19.83,21.69,+1.22,-29.99,+19.09,6.07,-2.16,4.52,-2.61,1.93,-5.59,38.56,-25.0,-0.41,-1.73,10.96,8.11,-9.69,-18.28,2.15,1.99,11.35,-23.73,-9.27,-2.6,+24.78,14.13,9.27,6.19,-28.72,-19.65,-26.96,+103.01,2.16,-32.11,14.68,44.19,2.59,3.4,-5.21,-26.34,0.04,-27.21,-32.78,-14.82,46146.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2015
1706,Marmoset Toolbag 3,550060,0.0,0.0,1.0,0.0,-2.30,-15.72,7.54,-3.11,-1.98,-24.23,8.36,-6.48,3.66,-9.71,6.56,-9.07,-3.33,13.01,-5.55,11.88,6.96,1.9,0.21,-4.45,3.75,-0.99,14.54,-1.61,5.88,+1.75,1.57,0.62,8.11,8.02,1.67,4.06,-3.88,3.99,-3.33,-3.68,5.81,1.56,2.99,1.21,22.63,-1.74,4.94,0.7,14.14,8.12,-6.34,-3.62,12.22,10.71,-0.21,3.78,17.71,+45.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2016
1707,Unravel Two,1225570,0.0,0.0,1.0,0.0,-24.96,-44.97,27.63,35.66,26.75,-7.94,165.59,-51.42,189.89,-6.88,-32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
1708,传奇世界之仗剑天涯H5,1486750,0.0,0.0,1.0,0.0,+8.48,-19.8,-22.85,296.75,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
1709,BROKE PROTOCOL: Online City RPG,696370,0.0,0.0,1.0,0.0,+11.44,2.72,-13.92,12.95,-30.77,52.41,-4.93,10.57,-57.15,20.55,-29.89,61.65,-23.46,51.65,13.97,11.32,-62.89,197.16,-2.72,11.83,-31.33,-43.92,-1.83,-35.18,-57.12,-89.31,7825.5,-25.3,12.3,-10.61,18.43,-32.84,-68.83,331.36,14.26,38.93,7.7,1.79,94.32,-40.25,1.79,51.69,-13.91,-33.77,-39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2017
1710,Hand Simulator: Survival,924140,0.0,0.0,1.0,0.0,-10.35,-5.05,-34.34,-25.5,2.92,50.69,39.08,-9.19,-10.71,-31.61,3.25,-6.5,-19.32,-17.3,-5.84,-49.88,-45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2019
1711,DCL - The Game,964570,0.0,0.0,1.0,0.0,+2.57,-13.02,48.67,-11.05,13.05,-7.93,-8.12,-4.45,-9.16,7.16,5.62,1.17,-21.07,-31.75,-27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2020
1712,天命奇御 Fate Seeker,882790,0.0,0.0,1.0,0.0,+13.29,-3.81,-41.38,-23.16,51.32,-32.22,66.45,6.72,-15.98,-43.08,43.05,-36.26,77.06,-7.3,-31.66,-16.61,14.32,-8.69,49.87,23.62,-35.61,-64.09,152.4,+113.13,-2.64,-11.69,-38.78,9.64,-19.11,-45.08,-0.42,-57.67,-77.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2018
1713,NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit,628100,0.0,0.0,1.0,0.0,+18.33,-2.01,-15.24,7.95,15.62,-1.51,13.05,-6.8,-1.76,-1.21,-7.48,-22.36,23.04,22.76,4.22,12.6,14.07,6.1,-5.27,8.85,-15.05,+11.27,13.57,+10.48,0.21,-19.04,6.8,-2.22,6.14,14.94,6.6,6.97,23.03,14.11,-8.98,18.57,0.07,-18.41,-1.23,-0.67,-0.55,-4.96,5.22,13.7,-24.9,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2017
1714,Zero Caliber VR,877200,0.0,0.0,1.0,0.0,+26.54,-1.29,3.96,-31.53,-12.88,-23.34,144.72,-11.09,28.55,-7.96,-2.71,34.61,-17.56,-17.34,4.18,-20.26,-12.66,58.05,1.7,-8.15,-13.54,-1.66,21.87,-0.04,25.15,+5.72,9.4,-15.01,-17.96,-28.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2018
1715,Leafling Online,1457150,0.0,0.0,1.0,0.0,-1.82,-27.94,-2.82,-29.38,-16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
1716,Battle Tanks: Legends of World War II,782670,0.0,0.0,1.0,0.0,-3.63,-4.66,-8.57,1.09,6.89,7.0,12.74,0.93,-0.84,-7.45,-0.84,-8.17,-0.26,10.61,5.82,6.83,4.2,-2.91,5.28,-0.86,6.07,-7.02,5.0,-21.85,-28.18,-25.90,-13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2019
1717,Driver Fusion,234820,0.0,0.0,1.0,0.0,+4.56,-1.76,0.75,-15.73,-9.26,6.32,-7.62,3.92,-9.05,0.93,-6.7,1.86,-5.08,5.65,1.79,22.56,61.11,-7.67,-10.7,-0.41,-0.18,-12.09,-3.11,-6.93,-6.13,+5.11,116.16,2.54,32.56,39.97,-59.52,2.37,2.17,9.25,7.56,19.39,20.51,25.26,97.35,107.0,66.93,-23.95,56.14,-34.87,86.79,1.42,-12.60,-31.93,-22.95,75.88,-24.34,-5.6,8.25,-19.14,11.36,-3.65,-15.97,-5.28,-0.97,5.19,9.82,-24.43,-0.34,-20.6,22.13,-22.35,-7.6,24.79,-6.68,-4.53,-17.75,76.81,-13.65,-51.79,195.72,-28.65,-21.13,13.26,16.47,-25.12,20.97,46.28,50.98,52.05,-25.76,-19.52,11.81,375.72,-55.82,+149.22,-12.52,+99.03,-14.43,-57.29,+72.14,-88.52,,,,,,,,,,,,May 2013
1718,Unfortunate Spacemen,408900,0.0,0.0,1.0,0.0,-7.15,-14.36,-31.72,-33.53,-20.11,-45.14,69.96,34.3,-6.5,-27.74,-53.39,78116.54,83.22,-32.18,-3.61,-28.62,-37.0,75.79,158.0,13.32,-56.15,-70.72,77.42,+548.00,-66.59,-18.52,-12.97,6.62,-32.09,61.34,-2.84,-4.87,-38.04,-60.36,-12.49,171.88,258.45,-15.12,12.72,-45.3,33.08,69.9,-26.51,-26.92,65.74,-38.41,-27.75,22.09,55.29,164.53,-38.06,-48.3,24.32,+32.02,141.35,-47.83,-43.17,13.88,-0.07,-89.47,10367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
1719,The Dark Pictures Anthology: Little Hope,1194630,0.0,0.0,1.0,0.0,+38.23,3.21,-36.95,-36.56,4.09,-77.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2020
